,prefix,region,max_density_axonal1,num_nodes_axonal1,total_path_length_axonal1,volume_axonal1,num_branches_axonal1,dist_to_soma_axonal1,dist_to_soma2_axonal1,num_hubs_axonal1,variance_ratio_axonal1,max_density_axonal2,num_nodes_axonal2,total_path_length_axonal2,volume_axonal2,num_branches_axonal2,dist_to_soma_axonal2,dist_to_soma2_axonal2,num_hubs_axonal2,variance_ratio_axonal2
402,17545_00150,CP,342,427,735.0509,52648.3591,212,1.2845,3.6373135691056597,1,0.5347671918321591,73,74,137.9188,9147.473,36,53.1454,48.51246633598421,1,0.539866864155547
403,17545_00155,CP,168,189,639.8121,35078.7214,91,3.0848,4.5522124291381685,1,0.47243598667460934,49,50,149.1737,6826.0531,24,53.5269,58.30614785766591,0,0.6485255819657423
404,17545_00158,CP,198,202,523.4058,26601.7574,99,8.6527,11.076935045399507,1,0.3998987890800406,72,80,218.9956,14050.2398,39,79.9377,82.09934210455039,1,0.6060094948310977
405,17545_00159,CP,244,248,372.3242,27862.3096,121,4.5693,10.234056380536517,1,0.540171291366346,31,46,127.7705,13677.5672,22,59.1825,62.89661221401355,0,0.7128907572533281
406,17781_5361_x17741_y11849,CP,101,101,175.2833,1749.5954,49,2.7057,3.1776437161565096e-14,1,0.6539785562527797,233,239,478.5359,8644.2238,119,21.4258,17.85878839675303,1,0.6135493986948678
407,17787_00007,CP,114,209,315.3358,19660.1767,101,33.8593,57.67430883851145,2,0.7160253018666004,77,177,374.098,92566.174,87,108.9966,126.7996139308003,2,0.5833960363068256
408,17787_00013,CP,116,116,128.0848,1255.7176,56,1.3409,0.0,1,0.5556734994231571,235,236,246.8408,12098.1976,117,48.811,47.04620134506079,1,0.5344500239950892
409,17787_00014,CP,152,189,240.2446,7562.0258,93,9.8881,16.043288627959047,1,0.7330199432536203,186,195,301.7819,17345.3804,96,133.9046,132.8071380912939,1,0.7397939123296624
410,17787_00019,CP,111,145,231.8474,11412.8417,70,14.0301,3.9505108530416906,1,0.7291179442158761,130,274,385.9919,105919.2228,134,127.9144,100.44061709786533,3,0.6078676722859573
411,17787_00026,CP,87,149,251.1487,14830.7515,73,29.6294,42.95996169691029,1,0.6764232590630449,163,221,321.713,32661.4014,110,85.2727,84.8868923803905,2,0.6687380463538277
412,17787_00029,CP,94,94,104.9238,490.8211,46,2.1641,0.6435285541450303,1,0.5803324228453856,345,345,293.7442,3319.507,172,35.3232,32.07449380738532,1,0.501731739438874
413,17787_00048,CP,58,75,213.4387,10032.8106,34,10.1948,0.8098524556979645,1,0.776974714275105,161,166,253.483,35663.9223,80,160.8059,160.26159568031264,1,0.7133062326876612
414,17787_00049,CP,129,144,243.4667,21244.7486,69,8.9397,8.965246566603714,1,0.6530856217384667,40,71,157.5404,23855.9534,33,119.2144,153.46318815272934,0,0.7822771768759892
415,17787_00050,CP,74,139,291.6182,16026.9051,66,27.6567,48.883152527225576,2,0.7161180415697135,269,291,494.142,64116.2925,143,148.6419,151.23135074778645,1,0.637844356933899
416,18454_00002,CP,53,55,178.5814,10237.1545,23,12.2603,14.551741339097543,1,0.6202396531948553,75,126,299.0424,114205.3743,61,102.9774,94.51815209789069,1,0.49691574382923975
417,18454_00003,CP,92,150,291.318,46058.0513,71,70.8956,111.73779772753713,1,0.7607898627487814,68,108,158.3895,8625.2954,53,163.8925,176.7715100489895,1,0.6672261669001323
418,18454_00004,CP,58,59,148.208,6191.6048,27,3.3502,0.8886855461860398,1,0.6295082134631989,77,97,197.3277,16503.9825,47,99.4936,109.80157161443549,1,0.6650857329441648
419,18454_00009,CP,51,93,333.239,188291.0964,41,86.5312,136.488221565086,1,0.6971893037794388,79,93,214.2441,14721.954,46,187.4325,191.34006487664837,1,0.5892719566499474
420,18454_00010,CP,123,131,370.3094,42032.4966,64,2.9209,9.221509908903213,1,0.43304782924762975,35,69,249.2817,45324.6774,33,49.5835,71.91493477713792,0,0.6380861020126963
421,18454_00011,CP,49,72,328.6143,72392.6622,34,39.2249,19.2309773282587,0,0.6148779088756042,109,128,402.5371,36008.1852,62,6.9524,12.6300959220427,1,0.4981320101744988
422,18454_00014,CP,75,113,287.4846,25095.9467,52,28.458,0.0,1,0.7755617469927794,91,155,264.6114,50267.5652,76,141.8337,123.85224115049354,1,0.6865244909394929
423,18454_00015,CP,179,200,623.923,80862.8478,98,6.5186,7.25045564085458,1,0.42567265127735987,54,59,220.8758,36664.1205,28,68.066,67.01395741933169,1,0.5677726285025804
424,18454_00016,CP,136,155,653.1598,74368.3896,74,6.4275,7.794040672205906,1,0.40340022027007927,23,27,170.0821,53874.3422,10,78.7104,79.80351193399949,0,0.5303055240458453
425,18454_00017,CP,167,180,560.627,40115.8684,85,4.2097,4.197314736828774,1,0.42330302439917566,26,30,197.5294,46366.0253,12,86.9519,93.80729036700716,0,0.5900156468573255
426,18454_00018,CP,59,74,238.8733,37901.5802,32,14.3478,2.852564810832514,1,0.614274445230187,44,93,323.1081,138872.8028,43,168.3996,191.66401032014332,0,0.604123736134324
427,18454_00020,CP,102,108,486.5021,35843.5663,48,1.3461,3.707364967197063,1,0.4762179866939928,43,47,195.6373,16941.9237,22,71.5162,77.73172944171512,0,0.5934687864415439
428,18454_00021,CP,45,86,241.1808,41353.3707,37,35.9246,2.842170943040401e-14,0,0.7159327944250473,115,124,193.2301,25806.953,61,154.6709,155.05676816572696,1,0.6627766476848228
429,18454_00022,CP,54,57,308.8652,34274.7947,24,3.5861,0.8744232384835199,1,0.43200274495733093,61,79,477.5618,88191.2102,33,10.9861,5.5262889899099505,1,0.5278576302402509
430,18454_00024,CP,55,115,267.6879,46545.9662,54,32.1886,53.64551953332169,2,0.6611151029505345,85,153,263.4574,34841.6807,75,129.4889,146.71636190623047,2,0.6456154019516513
431,18454_00027,CP,38,48,260.99,34797.9127,21,46.9678,50.14542357982432,0,0.5199455887420599,132,149,605.291,72943.2893,69,3.5292,2.7413144657262576,1,0.44221921367917616
432,18454_00028,CP,39,69,283.0131,94476.9915,29,100.9576,126.7377136135886,0,0.7432363169350136,43,45,144.5826,13165.078,21,203.8078,204.81932794538702,0,0.6132365702098536
433,18454_00029,CP,147,165,576.4355,87416.8061,78,8.3014,14.842764567289986,1,0.4630582475455087,55,57,132.5587,9821.4411,27,84.2003,81.28670858141571,1,0.7295024167163704
434,18454_00039,CP,116,128,763.9701,96374.008,57,3.3694,2.8175950738173867,1,0.45500313750498544,67,69,202.0062,16668.0844,34,60.1402,65.36337923485902,1,0.49749106278816074
435,18454_00049,CP,129,133,383.2631,31203.4484,63,5.5337,5.879182000924971,1,0.42397166055480123,47,54,167.2266,31354.4089,25,75.5823,76.44494418861196,0,0.4769814902666952
436,18454_00093,CP,63,122,417.3144,65661.8574,55,29.2608,7.055322955046075,2,0.5954992187675241,45,89,199.7995,53289.3513,43,118.4255,101.99060577327697,0,0.6118871069031017
437,18454_00111,CP,38,40,134.2669,7879.9781,17,5.8424,13.74080292413801,0,0.7574703571837161,40,76,196.9335,32547.9704,35,132.2835,119.4447065926322,0,0.7370105861690898
438,18454_00174,CP,120,174,388.8163,27668.6332,84,42.8915,54.906457625674584,2,0.6595559759616341,82,117,295.0006,30838.4787,56,143.1949,148.6288268338279,1,0.6995309002644164
439,18454_01078,CP,23,45,317.8265,118332.282,19,52.6752,40.77588208733195,0,0.5105382371304711,230,264,866.3078,100192.8353,128,1.5031,3.6497601291043784,1,0.4920127076764836
440,18455_00002,CP,52,60,214.3212,2420.1916,28,47.9628,46.82897234618758,1,0.7580768853202492,108,108,262.8641,9365.0317,51,0.5061,3.1098699329714807,1,0.44829134664904
441,18455_00004,CP,122,126,414.6408,22108.4969,61,4.857,6.495101153946712,1,0.5133279416500597,24,26,166.8052,13939.0252,10,77.0685,77.32604770062933,0,0.6857298186891723
442,18455_00005,CP,133,144,462.5068,49182.3703,70,5.6732,9.140930204306327,1,0.4598925984118753,77,81,146.4024,4066.7372,40,67.2188,70.95819229659111,1,0.7537034678084568
443,18455_00007,CP,206,212,582.4986,30358.4595,103,5.5918,2.624041539305365,1,0.4945303758607997,71,73,141.2058,9046.5367,35,64.3333,61.42368654680378,1,0.7435159454189427
444,18455_00008,CP,181,192,499.6447,33097.328,93,3.0689,2.8473710681960624,1,0.44500252026645165,48,55,169.4922,20181.1851,26,61.839,66.1044627616018,0,0.6865887679413101
445,18455_00009,CP,136,140,520.382,49218.0052,66,4.3496,7.325577861165663,1,0.43912983831553426,57,63,237.9211,67426.3244,29,61.1074,68.10398200545986,1,0.5529435767831379
446,18455_00012,CP,130,135,471.7509,43776.3258,66,3.947,0.5100931287520007,1,0.40592237326882474,59,62,183.8211,36378.3631,29,82.1198,82.23350388375773,1,0.6255951497890283
447,18455_00013,CP,182,195,679.1159,59720.8499,95,7.0664,7.6552312832467955,1,0.39439941617099145,33,37,135.496,10072.6002,18,73.2451,77.25993645480173,0,0.5937524091532989
448,18455_00014,CP,28,44,141.7596,6731.9666,21,31.5382,42.08159230590021,0,0.7517060202655805,151,161,601.7569,52709.0031,76,2.5896,1.7287420281811754,1,0.5287140523817523
449,18455_00016,CP,137,159,569.5215,57533.5641,76,6.8297,8.261184297665796,1,0.4699784210164578,45,49,144.4892,13623.926,23,88.9533,95.20988634065269,0,0.7099055271145586
450,18455_00026,CP,163,175,522.7002,48309.1878,85,3.3359,7.637220502250798,1,0.4898529218447794,57,62,184.9185,9275.0239,30,68.7226,69.12670873837402,1,0.7203996432952942
451,18455_00028,CP,93,159,292.8087,37362.7346,76,44.9161,12.229204144178794,2,0.7668862900510593,125,127,174.7148,16069.6074,62,166.5451,164.57208379612868,1,0.6478438702479339
452,18455_00030,CP,148,161,667.6477,67749.8946,76,4.1694,4.032334435534841,1,0.427326448693929,33,39,193.0223,27339.8891,17,81.8633,96.61728842189686,0,0.5920932304582498
453,18455_00031,CP,51,51,188.7787,9816.1942,24,5.6557,3.8707377849707187,1,0.45174981338376835,28,31,179.5222,17644.6032,13,67.9384,75.57716805358612,0,0.6716962190987112
454,18455_00032,CP,192,194,484.0363,20497.1144,96,1.1866,3.6203947298602905,1,0.4625442928421526,84,88,171.561,6455.8036,43,57.0595,59.877235457225325,1,0.7169185828725106
455,18455_00033,CP,65,75,221.1976,38227.0378,33,11.8174,12.674661494493659,1,0.6290520287821372,54,103,294.7057,84909.9174,49,148.504,172.50560841897288,1,0.6813413741474811
456,18455_00036,CP,165,180,729.0702,72714.7001,85,5.7136,9.910421888093376,1,0.39238887777664605,62,62,200.0228,6275.2393,30,56.7821,57.44378402403518,1,0.5255809649027211
457,18455_00037,CP,180,311,458.2711,72745.7556,152,78.2531,95.46735239860797,2,0.6924691883707413,60,60,77.7831,2635.5204,29,165.3328,159.41485355198245,1,0.5588242538404143
458,18455_00040,CP,111,114,385.8036,19293.6571,54,6.2734,14.324422361826672,1,0.5451045683488944,41,42,177.252,6648.144,20,55.8493,59.170370330090016,0,0.665213873907959
459,18455_00041,CP,28,28,48.425,431.1834,13,1.5567,0.0,0,0.6778268989473646,27,38,122.1748,8918.6749,18,18.9225,7.748166879978784,0,0.5987213471440842
460,18455_00106,CP,56,64,327.8909,46022.2082,30,6.9607,12.984793182796547,1,0.4801381023882189,71,76,359.0749,32264.4887,34,1.4697,7.1605810518421045,1,0.40622159162591387
461,18455_00110,CP,42,47,190.0637,25997.9354,19,3.0413,2.842170943040401e-14,0,0.6749455712494052,60,113,300.1397,38883.5127,52,111.7694,82.78299321720617,1,0.802511211690271
462,18455_00119,CP,214,224,584.108,48478.8886,110,5.842,1.525068523050661,1,0.5399277141163036,143,180,351.4273,28581.4262,89,43.0657,43.4993494319168,1,0.5541332224513629
463,18455_00135,CP,89,89,133.5997,1278.265,43,5.0848,0.0,1,0.4152156596116966,141,141,245.3326,5783.2686,70,28.8075,27.76830605204431,1,0.44872379762154857
464,18455_00172,CP,48,51,203.0354,29777.8051,24,44.5384,50.74870497855092,0,0.48804393954624437,196,218,908.732,109769.4398,101,4.076,7.462451138868509,1,0.5312719751234608
465,18455_00180,CP,50,110,294.2161,104061.9618,51,44.8855,2.763986613571077,0,0.6429434216717418,78,91,251.6666,18644.2056,44,162.4535,166.62724033302595,1,0.7699313920688766
466,18455_00181,CP,82,175,365.3652,52486.405,84,41.0422,0.0,2,0.7258653755779987,76,87,199.1875,16359.0237,41,173.9616,173.8403866021932,1,0.7726209839441919
467,18455_00182,CP,63,74,191.9327,12781.4523,34,9.5506,8.810161519518253,1,0.7656073094688578,103,108,203.7914,14221.4809,52,144.9426,139.97825075703724,1,0.7319701288245742
468,18455_00220,CP,76,106,541.1642,76393.585,52,3.7918,9.659836748102943,1,0.5661607137080177,87,99,365.1423,57061.547,48,3.9766,3.1776437161565096e-14,1,0.4158064220932033
469,18455_00224,CP,96,96,224.5785,7147.4862,47,4.5413,3.856728276661417,1,0.510812440531414,117,118,188.2569,7779.3799,58,47.5105,47.37254654333036,1,0.469650155873372
470,18455_00240,CP,64,92,192.2915,12701.2472,43,16.1465,2.842170943040401e-14,1,0.7142655452521217,125,143,222.5025,12262.6448,69,130.9784,132.24771963251393,1,0.7916544703733753
471,18455_3718_x10944_y12140,CP,78,93,191.775,20645.1191,43,8.5747,0.6400890563038772,1,0.6171484606813977,87,132,386.9861,143664.1809,63,105.2446,96.21252013121786,1,0.6376038500733906
472,18455_4619_x10185_y12182,CP,9,12,72.5448,5584.4405,5,3.9758,2.727498854261896,0,0.6580711506503505,89,181,720.748,179834.622,87,19.5033,2.8820350448944865,1,0.49058394273221184
473,18457_00001,CP,58,58,97.0384,2534.7485,28,3.1777,1.7966282308813897,1,0.4368776346733276,174,176,291.5499,19553.3707,86,79.6093,76.95940632567277,1,0.6233221261690471
474,18457_00002,CP,311,349,737.8881,77811.9537,170,1.7088,1.804349744367774,1,0.4590899019601331,27,29,117.0332,5996.6474,13,66.4931,63.79879131300214,0,0.7460426162240833
475,18457_00003,CP,65,65,122.8545,2089.5495,31,2.7107,1.4210854715202004e-14,1,0.5433268353905861,185,187,301.5665,14066.0551,92,68.1743,65.61108574013997,1,0.5496066011679906
476,18457_00004,CP,109,115,402.1622,22591.39,52,5.0618,2.3580004240881776,1,0.455581449633402,38,41,200.0665,16637.8821,18,90.9954,99.58824184611353,0,0.7013552828114341
477,18457_00005,CP,63,68,220.1816,23346.5445,30,4.0158,0.9379514912830025,1,0.7260271742622475,160,206,340.8671,44903.573,100,137.344,147.44332728543537,1,0.67365970043549
478,18457_00006,CP,86,154,194.12,8589.5598,75,18.3822,11.364034010860742,2,0.6425039388187412,129,129,170.6178,7010.7241,64,55.9025,54.106977618418114,1,0.4955166049520463
479,18457_00007,CP,54,93,210.6977,27657.9505,43,30.2105,18.373829758654008,1,0.7341255415960303,170,219,329.3774,54829.4763,108,165.123,170.56604317682937,1,0.6552307622859301
480,18457_00008,CP,49,65,215.9346,31720.4007,29,15.5447,4.777296829798197,0,0.7507585452045965,209,309,435.0536,119893.6875,152,164.2412,159.53601037069973,1,0.4866880413062518
481,18457_00014,CP,46,72,215.3767,35005.0847,31,29.8801,2.842170943040401e-14,0,0.7807406390768303,158,201,285.3502,31342.2277,99,166.4373,177.3199115863754,1,0.7109438122364062
482,18457_00015,CP,39,39,91.3305,1578.6957,18,2.2718,12.09309149886828,0,0.7056310382654196,334,336,425.3352,15762.7372,167,88.8141,84.98269327927892,1,0.5720717265830132
483,18457_00030,CP,49,49,85.9205,1217.4442,23,3.5654,11.2492643759492,0,0.6693265810302865,148,148,208.9065,8831.856,73,61.9372,60.30271458234694,1,0.44187798425776503
484,18457_00031,CP,51,51,104.3326,2236.5103,24,3.012,16.198450728387574,1,0.6192357101683738,136,152,240.2969,22748.7818,75,71.3087,74.3417576937753,1,0.5219165107277994
485,18457_00032,CP,44,44,77.0337,998.5547,21,3.1288,9.379767427820376,0,0.6965331206933167,191,193,247.1886,24189.473,95,74.4253,77.25827415235214,1,0.4178478527371489
486,18457_00033,CP,49,49,85.2671,1233.2307,23,1.7322,3.4189040641702673,0,0.6080331672005418,226,228,293.8404,25821.5725,112,80.4522,77.82221837624522,1,0.5149706678907102
487,18457_00034,CP,94,191,346.1424,53437.1623,91,73.7626,125.26759557443414,2,0.7975387414076409,123,140,173.5774,13077.6798,69,184.7857,183.50504147025495,1,0.6607361980914837
488,18457_00035,CP,45,47,117.5945,3533.9982,21,3.6817,7.753643143709931,0,0.8226908134014337,164,171,197.8052,3985.3178,85,96.3447,97.61356070751646,1,0.6337159956334179
489,18457_00036,CP,52,52,119.9791,2530.271,25,1.3922,0.0,1,0.420064542238035,191,194,258.7714,38800.3601,95,92.1515,88.61784915579933,1,0.5706958925967843
490,18457_00037,CP,83,83,104.5544,1614.6111,40,2.3245,10.61214181963281,1,0.7134973597145947,187,187,197.5393,4749.7417,92,61.4753,61.38506870567143,1,0.5780321584204275
491,18457_00038,CP,68,127,215.0658,7438.5521,61,26.3544,41.07557652669039,2,0.7130646995916181,106,107,136.1002,1643.8008,53,53.586,53.29597628339312,1,0.5572317693136951
492,18457_00039,CP,82,84,117.542,2185.9382,40,1.655,0.0,1,0.7252537777255111,218,218,205.5492,3386.6813,108,53.4851,49.830284626921426,1,0.603548165099176
493,18457_00040,CP,115,226,372.5397,80927.1852,110,55.2695,80.45736834498129,2,0.6500339952588232,89,108,170.1807,19144.3532,52,153.3709,159.46960168320484,1,0.7372245701607222
494,18457_00041,CP,54,54,86.5023,798.11,26,2.4752,4.0194366942304644e-14,1,0.6526899180788064,137,138,270.3414,7136.627,67,61.5531,63.669385429733815,1,0.47919766387512114
495,18457_00043,CP,77,77,124.5092,1675.5662,37,2.5585,8.87445164503138,1,0.6415163777220378,131,161,289.6949,23868.3278,79,53.309,60.77051042240801,1,0.5513894259615395
496,18457_00044,CP,105,105,120.3593,740.6933,51,1.2905,0.0,1,0.4558381492874235,227,257,356.252,21384.1782,128,53.9153,55.14025031680577,1,0.5704318289255239
497,18457_00076,CP,60,71,164.1815,7612.907,33,9.1349,6.941826632810692,1,0.820066094915227,243,245,236.2316,7199.9278,121,145.3094,136.1284232994712,1,0.733603095752132
498,18457_00077,CP,156,181,192.8701,5192.9527,89,15.4484,7.3901156283241,1,0.59587961848447,158,161,175.8485,4806.9472,79,36.8455,32.26562991791733,1,0.617171233381752
499,18457_00078,CP,73,73,101.3473,502.463,35,2.3016,0.0,1,0.39792783607427773,287,288,314.9425,14826.6051,141,29.9497,24.055026709608956,1,0.533180359047443
500,18457_00079,CP,68,70,148.0502,4393.9513,32,3.9108,0.16060199251566873,1,0.7466437296632311,172,177,327.1258,13853.8041,86,133.4065,131.36371097833677,1,0.8091635792774121
501,18457_00080,CP,146,147,209.2684,5423.6954,72,11.2952,11.725302597374613,1,0.6591604633512009,272,279,343.6721,13214.228,137,96.3892,100.89642299903399,1,0.7318271001585485
502,18457_00082,CP,65,104,255.1644,22728.4634,49,36.4107,8.977849519790349,1,0.7982089284784802,87,91,142.1975,18966.99,44,152.5664,153.36481962301525,1,0.5449938093223492
503,18457_00087,CP,103,135,232.0671,15913.5051,63,8.2744,1.0863355835099755,1,0.6930643133795763,135,181,301.9846,49345.0293,87,114.606,120.13962498276743,1,0.666339400784514
504,18457_00103,CP,67,116,210.6798,16044.6473,54,31.6601,4.239445718487261,1,0.8107583411155741,271,318,316.0649,26393.5927,157,160.9051,165.19507640665324,1,0.7180931619260622
505,18457_00106,CP,113,114,177.5562,14075.3644,55,2.9495,2.316566640526429,1,0.45442362541443915,195,195,228.2755,4301.6183,97,65.8163,66.54876035659869,1,0.5889715744885193
506,18457_00108,CP,52,107,290.821,98116.6721,50,43.9469,0.0,1,0.6483579837443774,133,170,300.8669,31421.1043,83,182.5674,184.3054797557576,1,0.7008730517883316
507,18457_00113,CP,61,87,210.1807,12718.2964,40,12.7729,10.469017957764704,1,0.7224935862025831,279,282,350.5378,20879.3539,139,149.0327,145.49447143104783,1,0.7310452538217118
508,18457_00114,CP,183,183,161.9107,1985.0331,89,3.667,0.41097688499476115,1,0.536157055598226,201,201,231.5252,8755.2541,100,27.844,24.849523194620875,1,0.4412311564386193
509,18457_00139,CP,69,74,159.7757,9336.3685,36,37.2475,36.854918667662275,1,0.626402900556337,145,145,228.8776,4900.5788,71,5.2931,2.842170943040401e-14,1,0.5612376694901415
510,18457_00140,CP,224,224,303.4763,5137.2134,110,4.0064,4.019075888808259,1,0.5283666525858726,232,241,455.8619,26622.8286,119,53.4455,55.99905087588539,1,0.5226691613888674
511,18457_00141,CP,82,82,153.0137,3875.1819,39,2.7147,5.425359803736536,1,0.4836503309929329,267,270,344.7823,35216.7422,133,74.2615,71.44415264386583,1,0.4766734913186642
512,18457_00142,CP,63,63,101.4677,1346.4659,30,2.4026,2.8018181596955767,1,0.6099691231803966,243,245,266.3623,10062.2414,122,47.8353,46.224787170954066,1,0.5425708357875438
513,18458_00351,CP,58,58,45.8086,154.1674,28,2.4193,1.8203222242229784,1,0.43547286559536513,62,62,76.8944,1004.2246,29,1.3174,0.0,1,0.3708891054896223
514,18458_00353,CP,66,66,113.01,893.9212,32,1.6259,3.1776437161565096e-14,1,0.4969438076058316,271,271,244.0993,6024.1299,134,31.7694,38.43786182919127,1,0.47121371447192895
515,18458_00386,CP,104,104,139.5721,1851.1296,51,1.5985,2.842170943040401e-14,1,0.4289668522473617,132,132,168.6573,6013.9319,65,43.6274,40.48464464460571,1,0.44068248045725583
516,18458_00488,CP,110,110,139.7615,2029.055,52,1.5355,12.862443702500697,1,0.6879960843513444,288,297,299.8009,19727.2888,148,45.0898,45.99041334887089,1,0.4226739282641958
517,18462_00005,CP,74,80,424.1087,32796.9975,38,5.324,7.516322105923869,1,0.4716676450108814,27,32,223.1927,28663.0218,13,75.0764,77.42443317842245,0,0.7206901870946685
518,18462_00007,CP,96,100,461.3782,23349.2199,46,7.7924,7.986985977200665,1,0.42539052936596905,31,43,211.3848,27356.5847,20,51.5534,66.14761683537813,0,0.6909589610988337
519,18462_00009,CP,55,65,312.0777,100554.4099,29,17.6227,11.30227326691407,1,0.5670218437271426,131,152,640.8227,71290.754,72,9.023,14.30742356261252,1,0.4465303099584204
520,18462_00035,CP,34,40,182.2525,25319.8478,19,7.4405,5.052364001138475,0,0.4134115594032274,90,101,481.4117,64102.3645,45,7.9358,9.811582441176336,1,0.43395913109508777
521,18462_00038,CP,46,100,308.4644,238544.6356,45,27.4375,27.392394345876365,0,0.3662751891824449,28,70,298.2484,164387.6279,32,116.0945,115.19070506772674,0,0.4809696944158514
522,18462_00043,CP,165,184,616.7232,71964.5091,88,8.0231,7.15425586626587,1,0.40422631850648927,41,48,169.8551,37182.9706,22,83.8405,93.31894987085956,0,0.674727272677842
523,18462_00048,CP,65,83,410.8353,35544.2796,39,4.0735,8.344307101251731,1,0.551794251655305,47,48,198.0677,14551.4799,22,67.3877,68.83736183933837,0,0.5390070742943441
524,18462_00049,CP,91,157,364.5762,41061.042,76,86.7987,111.94004647578095,1,0.7682059203268735,93,111,239.4158,15320.7525,54,179.1915,185.91242956295312,1,0.6831836090762482
525,18462_00050,CP,40,41,134.7554,10144.8516,20,61.2843,55.91863146572885,0,0.6051384177533116,131,148,491.8766,42080.414,72,4.8373,5.245897730608197,1,0.41420583384190357
526,18463_00004,CP,92,157,354.5991,86667.4732,74,84.3176,111.66673621092363,1,0.6907266982335752,71,75,215.942,33176.9983,35,157.0307,159.89995643839308,1,0.5726510971770665
527,18463_00005,CP,32,43,166.0162,23864.6933,20,39.9293,41.94707738329332,0,0.6163157368610425,138,139,433.2334,22107.7691,66,3.3667,6.015132749989804,1,0.37615924989343963
528,18463_00007,CP,69,112,314.6258,155674.7877,51,78.4878,102.3867953742083,1,0.6282009310205591,70,93,280.8368,39140.9248,44,156.376,149.7463356513274,1,0.5416246959006246
529,18463_00010,CP,87,93,408.495,36111.7415,43,7.2896,13.585255573598891,1,0.4209724849630158,38,43,170.1229,19237.7096,19,82.3484,85.52008581029372,0,0.7381547577365131
530,18463_00011,CP,92,135,711.9161,67103.2684,63,13.1653,22.12063421333121,1,0.46644234425298037,24,39,166.5614,27495.1989,17,73.6101,80.89555702262021,0,0.6284026164205351
531,18463_00019,CP,50,112,259.5352,24238.2221,52,41.8953,8.112200996030595,0,0.7694310133291462,79,106,260.3154,22531.8118,51,155.7374,171.86660283487305,1,0.7024499666026229
532,18463_00020,CP,57,63,200.4309,20223.5521,27,3.7819,2.842170943040401e-14,1,0.7431040128027971,73,169,450.5632,118393.1025,82,126.1477,156.23893470258943,2,0.6071182010630595
533,18463_00021,CP,89,130,273.332,18218.8279,62,19.5661,9.67458877679047,1,0.6930529633160374,50,131,315.2125,56045.3602,62,139.6263,174.08585338562122,0,0.7219539412536876
534,18463_00024,CP,156,196,643.2257,84670.8759,94,4.2099,11.111924855757431,1,0.47594605679388935,45,48,180.6728,28950.8486,22,69.7937,69.35684532906612,0,0.5156087861576848
535,18463_00051,CP,140,158,786.8605,44315.4104,72,6.6805,8.570858358414295,1,0.545269823323286,108,109,223.9044,23994.6034,54,55.5567,53.409101190714665,1,0.4141364440119303
536,18463_00074,CP,96,96,197.5854,1902.0847,47,4.572,7.772253276881832,1,0.6515753593292445,125,125,204.8134,3721.7581,62,37.7104,35.21886781258025,1,0.4728919594471433
537,18463_00075,CP,97,97,176.2141,2891.1737,46,2.3692,0.0,1,0.4426140514829204,156,156,326.8231,8523.5243,77,20.8398,18.216577450223753,1,0.44111179882393203
538,18464_00004,CP,81,124,170.3917,4061.0142,60,19.1408,16.48221638615388,1,0.7480109862388066,112,143,261.0555,52010.9725,70,115.0456,123.92831851114579,1,0.6857251671069289
539,18464_00009,CP,109,185,295.2743,41822.3051,88,75.2631,121.14867623296594,2,0.7774693791611358,131,135,220.0491,28464.6892,65,173.5463,174.04066853755762,1,0.690052132551121
540,18464_00010,CP,39,39,48.42,630.8825,19,71.467,72.12112789606108,0,0.7550797304042102,190,239,305.2997,24449.5653,117,50.8436,63.25042852819261,1,0.6884164184430746
541,18464_00016,CP,45,45,71.8772,666.4171,21,1.4455,4.1432515009349995,0,0.6926537496083587,150,160,253.3745,13374.6605,79,70.7209,72.26295625007326,1,0.5252623263138851
542,18464_00061,CP,77,77,80.8434,642.9996,37,5.1133,17.313582298299785,1,0.7382115551406433,59,66,115.6664,1414.644,32,50.5478,48.578052194380945,1,0.7487849131397813
543,18464_00081,CP,101,101,201.0443,6249.8086,49,1.9988,4.13429087027025,1,0.47626965927776405,276,277,321.6899,22831.7259,137,58.7283,59.67748501738324,1,0.48944963704644046
544,18464_00082,CP,109,109,172.9605,4071.2626,53,2.457,0.540057404356263,1,0.38000536891333603,178,178,188.3143,9828.3874,87,57.4564,53.210818026036776,1,0.4790331815210169
545,18464_00085,CP,110,136,246.5403,13436.7218,66,9.9597,2.842170943040401e-14,1,0.7313808982227723,197,208,284.2727,20972.532,102,149.9119,149.5189487790762,1,0.7682566000836117
546,18464_00086,CP,107,168,242.3327,24695.6708,81,27.6139,34.16875808395735,1,0.7474963564248805,163,231,247.4706,16229.5291,115,125.5063,119.0006610653907,1,0.6011803875530862
547,18464_00088,CP,57,87,217.7653,20119.1662,41,14.6505,1.4210854715202004e-14,1,0.6620286654754624,310,318,447.6273,21331.4494,157,145.4248,140.37388073284862,1,0.7792720848113294
548,18464_00108,CP,22,49,196.7747,24069.9918,23,35.896,6.716025610433601,0,0.7540285922412926,141,147,287.6243,24568.0631,72,174.6683,173.5092343450342,1,0.716562551194359
549,18464_00141,CP,80,115,257.2348,27597.8082,55,16.5561,9.882664063905029,1,0.7085265931284501,183,212,427.2262,50105.8552,102,149.9843,156.8050236121279,1,0.6163623013269448
550,18464_00153,CP,78,105,217.078,24203.6909,51,16.2628,17.484374195263605,1,0.5937723617636647,66,82,166.7957,11840.7958,40,127.5027,134.86647415499527,1,0.774214340744134
